,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation,CustomerID
2355,1,Salaried,Female,Standard,Married,Senior Manager,202360
2356,0,Salaried,Female,Basic,Married,Executive,202361
2357,1,Small Business,Female,Basic,Single,Executive,202362
2358,0,Salaried,Female,Basic,Married,Executive,202363
2359,0,Salaried,Male,Super Deluxe,Married,AVP,202364
2360,0,Small Business,Male,Deluxe,Married,Manager,202365
2361,0,Small Business,Female,Deluxe,Unmarried,Manager,202366
2362,0,Salaried,Female,Deluxe,Single,Manager,202367
2363,0,Salaried,Male,King,Married,VP,202368
2364,0,Small Business,Male,King,Married,VP,202369
2365,1,Large Business,Male,Basic,Married,Executive,202370
2366,1,Salaried,Male,Basic,Single,Executive,202371
2367,0,Small Business,Female,King,Single,VP,202372
2368,1,Salaried,Female,Basic,Unmarried,Executive,202373
2369,0,Small Business,Female,Standard,Married,Senior Manager,202374
2370,0,Large Business,Female,Basic,Married,Executive,202375
2371,0,Salaried,Male,Deluxe,Married,Manager,202376
2372,0,Small Business,Male,Basic,Single,Executive,202377
2373,0,Small Business,Male,Standard,Unmarried,Senior Manager,202378
2374,0,Salaried,Male,Standard,Single,Senior Manager,202379
2375,1,Salaried,Female,Basic,Single,Executive,202380
2376,0,Salaried,Male,Basic,Married,Executive,202381
2377,0,Small Business,Female,Standard,Married,Senior Manager,202382
2378,0,Small Business,Male,Super Deluxe,Single,AVP,202383
2379,1,Salaried,Fe Male,Basic,Single,Executive,202384
2380,1,Small Business,Female,Deluxe,Married,Manager,202385
2381,0,Small Business,Male,Deluxe,Married,Manager,202386
2382,0,Salaried,Female,Basic,Single,Executive,202387
2383,1,Salaried,Male,Deluxe,Single,Manager,202388
2384,1,Salaried,Fe Male,Standard,Unmarried,Senior Manager,202389
2385,1,Salaried,Female,Basic,Single,Executive,202390
2386,0,Salaried,Female,Basic,Single,Executive,202391
2387,0,Salaried,Male,Basic,Married,Executive,202392
2388,0,Small Business,Male,Standard,Married,Senior Manager,202393
2389,1,Salaried,Female,Basic,Single,Executive,202394
2390,1,Salaried,Female,Standard,Single,Senior Manager,202395
2391,1,Salaried,Male,Basic,Married,Executive,202396
2392,0,Large Business,Female,Basic,Married,Executive,202397
2393,1,Large Business,Male,Basic,Married,Executive,202398
2394,1,Large Business,Female,Deluxe,Single,Manager,202399
2395,0,Small Business,Female,Deluxe,Single,Manager,202400
2396,1,Small Business,Male,Basic,Single,Executive,202401
2397,1,Small Business,Male,Basic,Single,Executive,202402
2398,0,Large Business,Male,Basic,Single,Executive,202403
2399,0,Salaried,Male,Basic,Single,Executive,202404
2400,1,Salaried,Female,Basic,Single,Executive,202405
2401,0,Salaried,Male,Deluxe,Married,Manager,202406
2402,0,Salaried,Female,Basic,Married,Executive,202407
2403,0,Large Business,Female,Standard,Married,Senior Manager,202408
2404,0,Small Business,Male,Deluxe,Married,Manager,202409
2405,0,Small Business,Male,Basic,Married,Executive,202410
2406,1,Small Business,Female,Basic,Single,Executive,202411
2407,0,Small Business,Male,Standard,Married,Senior Manager,202412
2408,0,Small Business,Male,Deluxe,Married,Manager,202413
2409,0,Salaried,Male,Basic,Unmarried,Executive,202414
2410,1,Salaried,Male,Deluxe,Single,Manager,202415
2411,0,Small Business,Male,Basic,Unmarried,Executive,202416
2412,1,Small Business,Female,Basic,Married,Executive,202417
2413,0,Salaried,Male,Basic,Unmarried,Executive,202418
2414,0,Salaried,Male,Basic,Married,Executive,202419
2415,0,Salaried,Male,Basic,Married,Executive,202420
2416,1,Salaried,Male,Super Deluxe,Married,AVP,202421
2417,0,Small Business,Male,Deluxe,Married,Manager,202422
2418,0,Salaried,Male,Deluxe,Single,Manager,202423
2419,1,Salaried,Female,Basic,Married,Executive,202424
2420,0,Small Business,Female,Basic,Single,Executive,202425
2421,0,Salaried,Female,Standard,Single,Senior Manager,202426
2422,0,Small Business,Male,Standard,Married,Senior Manager,202427
2423,1,Large Business,Male,Basic,Married,Executive,202428
2424,0,Small Business,Male,Basic,Single,Executive,202429
2425,0,Small Business,Female,Basic,Married,Executive,202430
2426,1,Small Business,Male,Basic,Married,Executive,202431
2427,0,Salaried,Male,Deluxe,Single,Manager,202432
2428,1,Salaried,Male,Deluxe,Married,Manager,202433
2429,0,Small Business,Male,Deluxe,Single,Manager,202434
2430,0,Small Business,Female,Basic,Married,Executive,202435
2431,0,Small Business,Female,Deluxe,Married,Manager,202436
2432,0,Salaried,Male,Basic,Married,Executive,202437
2433,0,Salaried,Male,Basic,Married,Executive,202438
2434,0,Small Business,Male,Deluxe,Unmarried,Manager,202439
2435,1,Salaried,Male,Basic,Single,Executive,202440
2436,0,Salaried,Female,Standard,Married,Senior Manager,202441
2437,0,Small Business,Male,Basic,Single,Executive,202442
2438,0,Salaried,Male,Basic,Single,Executive,202443
2439,0,Salaried,Fe Male,Deluxe,Unmarried,Manager,202444
2440,1,Salaried,Male,Deluxe,Divorced,Manager,202445
2441,0,Free Lancer,Male,Basic,Single,Executive,202446
2442,1,Salaried,Female,Basic,Divorced,Executive,202447
2443,0,Small Business,Male,Basic,Divorced,Executive,202448
2444,1,Salaried,Male,Basic,Unmarried,Executive,202449
2445,0,Small Business,Female,Basic,Divorced,Executive,202450
2446,0,Salaried,Male,Basic,Married,Executive,202451
2447,1,Salaried,Male,Standard,Unmarried,Senior Manager,202452
2448,0,Small Business,Male,Deluxe,Divorced,Manager,202453
2449,0,Small Business,Male,Basic,Divorced,Executive,202454
2450,0,Salaried,Female,Deluxe,Unmarried,Manager,202455
2451,0,Salaried,Male,Basic,Married,Executive,202456
2452,0,Small Business,Male,Basic,Married,Executive,202457
2453,0,Salaried,Male,Basic,Single,Executive,202458
2454,0,Salaried,Female,Standard,Married,Senior Manager,202459
2455,0,Salaried,Male,Basic,Married,Executive,202460
2456,1,Small Business,Male,Basic,Married,Executive,202461
2457,0,Salaried,Female,Super Deluxe,Divorced,AVP,202462
2458,0,Salaried,Male,Basic,Unmarried,Executive,202463
2459,1,Salaried,Female,Deluxe,Married,Manager,202464
2460,0,Salaried,Male,Deluxe,Unmarried,Manager,202465
2461,0,Salaried,Female,Standard,Single,Senior Manager,202466
2462,0,Salaried,Male,Basic,Single,Executive,202467
2463,0,Small Business,Male,Basic,Unmarried,Executive,202468
2464,0,Salaried,Female,King,Married,VP,202469
2465,1,Salaried,Female,Basic,Unmarried,Executive,202470
2466,0,Small Business,Male,Deluxe,Divorced,Manager,202471
2467,0,Small Business,Female,Standard,Divorced,Senior Manager,202472
2468,0,Small Business,Female,King,Single,VP,202473
2469,0,Small Business,Male,Basic,Single,Executive,202474
2470,0,Salaried,Male,Deluxe,Divorced,Manager,202475
2471,0,Small Business,Male,Basic,Single,Executive,202476
2472,0,Large Business,Male,Deluxe,Divorced,Manager,202477
2473,0,Small Business,Male,Basic,Divorced,Executive,202478
2474,0,Small Business,Female,Basic,Married,Executive,202479
2475,0,Small Business,Male,Basic,Divorced,Executive,202480
2476,0,Small Business,Female,Basic,Divorced,Executive,202481
2477,1,Salaried,Female,Deluxe,Divorced,Manager,202483
2478,0,Salaried,Male,Basic,Married,Executive,202484
2479,0,Salaried,Female,Basic,Married,Executive,202485
2480,0,Salaried,Male,Basic,Single,Executive,202486
2481,1,Salaried,Male,Standard,Unmarried,Senior Manager,202487
2482,1,Small Business,Female,Deluxe,Unmarried,Manager,202488
2483,0,Large Business,Female,King,Divorced,VP,202489
2484,1,Small Business,Male,Deluxe,Unmarried,Manager,202490
2485,0,Salaried,Male,Basic,Divorced,Executive,202491
2486,1,Small Business,Male,Deluxe,Unmarried,Manager,202492
2487,0,Salaried,Male,Basic,Divorced,Executive,202493
2488,0,Salaried,Male,Standard,Unmarried,Senior Manager,202494
2489,0,Large Business,Male,Basic,Unmarried,Executive,202495
2490,0,Small Business,Female,Deluxe,Married,Manager,202496
2491,1,Small Business,Male,Standard,Divorced,Senior Manager,202497
2492,0,Small Business,Female,Deluxe,Divorced,Manager,202498
2493,1,Salaried,Female,Standard,Single,Senior Manager,202499
2494,1,Salaried,Male,Standard,Divorced,Senior Manager,202500
2495,0,Small Business,Female,Basic,Divorced,Executive,202501
2496,0,Salaried,Male,Deluxe,Married,Manager,202502
2497,0,Salaried,Male,Deluxe,Married,Manager,202503
2498,0,Small Business,Male,Deluxe,Divorced,Manager,202504
2499,1,Salaried,Female,Deluxe,Single,Manager,202505
2500,0,Small Business,Female,King,Married,VP,202506
2501,0,Salaried,Fe Male,Standard,Unmarried,Senior Manager,202507
2502,0,Large Business,Female,Standard,Married,Senior Manager,202508
2503,0,Small Business,Female,Super Deluxe,Married,AVP,202509
2504,1,Salaried,Male,Deluxe,Unmarried,Manager,202510
2505,0,Salaried,Male,Standard,Married,Senior Manager,202511
2506,1,Small Business,Male,Basic,Divorced,Executive,202512
2507,0,Small Business,Male,Basic,Divorced,Executive,202513
2508,1,Salaried,Fe Male,Deluxe,Unmarried,Manager,202514
2509,0,Salaried,Male,Basic,Divorced,Executive,202515
2510,0,Small Business,Male,Basic,Single,Executive,202516
2511,0,Salaried,Male,Deluxe,Divorced,Manager,202517
2512,0,Salaried,Female,Deluxe,Divorced,Manager,202518
2513,0,Salaried,Female,Deluxe,Unmarried,Manager,202519
2514,0,Small Business,Male,Deluxe,Unmarried,Manager,202520
2515,0,Salaried,Male,Standard,Divorced,Senior Manager,202521
2516,0,Small Business,Male,Standard,Single,Senior Manager,202522
2517,0,Small Business,Male,Deluxe,Married,Manager,202523
2518,0,Salaried,Male,Deluxe,Divorced,Manager,202524
2519,0,Small Business,Male,Basic,Unmarried,Executive,202525
2520,0,Salaried,Male,Standard,Divorced,Senior Manager,202526
2521,1,Small Business,Female,Deluxe,Married,Manager,202527
2522,0,Small Business,Male,Deluxe,Divorced,Manager,202528
2523,0,Salaried,Male,Standard,Unmarried,Senior Manager,202529
2524,0,Large Business,Male,Basic,Married,Executive,202530
2525,0,Salaried,Male,Basic,Divorced,Executive,202531
2526,0,Salaried,Male,Deluxe,Divorced,Manager,202532
2527,0,Small Business,Male,Standard,Unmarried,Senior Manager,202533
2528,1,Salaried,Male,Super Deluxe,Divorced,AVP,202534
2529,0,Small Business,Male,Deluxe,Unmarried,Manager,202535
2530,0,Small Business,Female,Deluxe,Married,Manager,202536
2531,1,Small Business,Male,Standard,Divorced,Senior Manager,202537
2532,0,Small Business,Male,Deluxe,Unmarried,Manager,202538
2533,0,Large Business,Female,Standard,Divorced,Senior Manager,202539
2534,0,Salaried,Female,Deluxe,Divorced,Manager,202540
2535,1,Small Business,Male,Deluxe,Divorced,Manager,202541
2536,0,Small Business,Male,Super Deluxe,Single,AVP,202542
2537,1,Small Business,Male,Deluxe,Divorced,Manager,202543
2538,0,Salaried,Male,Basic,Married,Executive,202544
2539,0,Salaried,Male,Basic,Unmarried,Executive,202545
2540,1,Salaried,Female,Basic,Unmarried,Executive,202546
2541,0,Salaried,Female,Deluxe,Unmarried,Manager,202547
2542,1,Salaried,Male,Deluxe,Married,Manager,202548
2543,1,Salaried,Female,King,Divorced,VP,202549
2544,1,Salaried,Female,King,Divorced,VP,202550
2545,0,Small Business,Male,Deluxe,Unmarried,Manager,202551
2546,0,Small Business,Male,Basic,Divorced,Executive,202552
2547,0,Small Business,Female,Basic,Unmarried,Executive,202553
2548,1,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202554
2549,1,Salaried,Male,Deluxe,Unmarried,Manager,202555
2550,1,Salaried,Female,Super Deluxe,Single,AVP,202556
2551,0,Salaried,Male,Basic,Divorced,Executive,202557
2552,0,Salaried,Female,Deluxe,Married,Manager,202558
2553,0,Salaried,Male,Standard,Unmarried,Senior Manager,202559
2554,0,Small Business,Female,Standard,Single,Senior Manager,202560
2555,1,Large Business,Female,Standard,Divorced,Senior Manager,202561
2556,0,Salaried,Female,Basic,Married,Executive,202562
2557,1,Salaried,Male,Super Deluxe,Divorced,AVP,202563
2558,1,Salaried,Male,Basic,Married,Executive,202564
2559,1,Small Business,Male,Deluxe,Divorced,Manager,202565
2560,0,Salaried,Female,Basic,Divorced,Executive,202566
2561,0,Salaried,Male,King,Single,VP,202567
2562,0,Salaried,Male,Deluxe,Divorced,Manager,202568
2563,0,Salaried,Female,Basic,Divorced,Executive,202569
2564,0,Small Business,Female,Standard,Divorced,Senior Manager,202570
2565,0,Small Business,Male,Basic,Single,Executive,202571
2566,0,Large Business,Male,Basic,Divorced,Executive,202572
2567,0,Small Business,Female,Deluxe,Divorced,Manager,202573
2568,1,Small Business,Female,Basic,Unmarried,Executive,202574
2569,1,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202575
2570,0,Salaried,Female,Deluxe,Divorced,Manager,202576
2571,0,Salaried,Male,Standard,Married,Senior Manager,202577
2572,0,Salaried,Female,Basic,Divorced,Executive,202578
2573,0,Small Business,Male,Deluxe,Married,Manager,202579
2574,1,Salaried,Male,Standard,Single,Senior Manager,202580
2575,0,Salaried,Female,Deluxe,Divorced,Manager,202581
2576,0,Salaried,Male,Deluxe,Divorced,Manager,202582
2577,0,Salaried,Male,Deluxe,Divorced,Manager,202583
2578,0,Small Business,Female,Basic,Unmarried,Executive,202584
2579,0,Small Business,Male,Basic,Unmarried,Executive,202585
2580,0,Large Business,Female,Deluxe,Single,Manager,202586
2581,0,Salaried,Female,Basic,Unmarried,Executive,202587
2582,1,Small Business,Male,Deluxe,Married,Manager,202588
2583,0,Large Business,Female,Basic,Married,Executive,202589
2584,0,Small Business,Male,Basic,Unmarried,Executive,202590
2585,1,Salaried,Male,Super Deluxe,Married,AVP,202591
2586,0,Salaried,Male,Basic,Divorced,Executive,202592
2587,0,Small Business,Female,Basic,Single,Executive,202593
2588,1,Small Business,Female,Deluxe,Married,Manager,202594
2589,0,Small Business,Male,Standard,Divorced,Senior Manager,202595
2590,0,Small Business,Male,Deluxe,Divorced,Manager,202596
2591,0,Salaried,Male,Deluxe,Married,Manager,202597
2592,1,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202598
2593,1,Large Business,Male,Deluxe,Divorced,Manager,202599
2594,0,Small Business,Male,Deluxe,Divorced,Manager,202600
2595,0,Small Business,Female,Basic,Divorced,Executive,202601
2596,0,Small Business,Male,Standard,Divorced,Senior Manager,202602
2597,1,Small Business,Female,Basic,Divorced,Executive,202603
2598,0,Small Business,Male,Basic,Divorced,Executive,202604
2599,1,Small Business,Male,Basic,Married,Executive,202605
2600,0,Small Business,Male,Basic,Divorced,Executive,202606
2601,0,Salaried,Male,Standard,Married,Senior Manager,202607
2602,1,Small Business,Male,Basic,Married,Executive,202608
2603,0,Salaried,Female,King,Single,VP,202609
2604,0,Salaried,Male,Basic,Married,Executive,202610
2605,0,Salaried,Female,Standard,Divorced,Senior Manager,202611
2606,0,Salaried,Fe Male,Deluxe,Unmarried,Manager,202612
2607,0,Salaried,Male,Basic,Unmarried,Executive,202613
2608,0,Large Business,Male,Basic,Divorced,Executive,202614
2609,1,Large Business,Female,Basic,Single,Executive,202615
2610,1,Small Business,Male,Basic,Single,Executive,202616
2611,1,Small Business,Male,Deluxe,Married,Manager,202617
2612,0,Salaried,Female,Deluxe,Married,Manager,202618
2613,0,Salaried,Female,Basic,Married,Executive,202619
2614,0,Salaried,Male,Basic,Single,Executive,202620
2615,0,Salaried,Male,Basic,Single,Executive,202621
2616,0,Small Business,Female,Standard,Married,Senior Manager,202622
2617,0,Salaried,Female,Basic,Single,Executive,202623
2618,0,Small Business,Female,Basic,Divorced,Executive,202624
2619,0,Small Business,Female,Basic,Single,Executive,202625
2620,0,Small Business,Female,Basic,Unmarried,Executive,202626
2621,0,Small Business,Male,Basic,Divorced,Executive,202627
2622,0,Small Business,Female,Deluxe,Married,Manager,202628
2623,0,Small Business,Female,Basic,Divorced,Executive,202629
2624,0,Small Business,Female,King,Divorced,VP,202630
2625,0,Small Business,Male,King,Single,VP,202631
2626,1,Salaried,Male,Deluxe,Divorced,Manager,202632
2627,0,Small Business,Female,Super Deluxe,Single,AVP,202633
2628,0,Salaried,Male,King,Divorced,VP,202634
2629,0,Small Business,Female,Basic,Single,Executive,202635
2630,0,Salaried,Male,Deluxe,Divorced,Manager,202636
2631,1,Small Business,Male,Basic,Married,Executive,202637
2632,1,Small Business,Male,Super Deluxe,Divorced,AVP,202638
2633,0,Salaried,Male,Basic,Divorced,Executive,202639
2634,1,Small Business,Female,Deluxe,Unmarried,Manager,202640
2635,1,Small Business,Female,Deluxe,Married,Manager,202641
2636,0,Salaried,Male,Deluxe,Divorced,Manager,202642
2637,0,Large Business,Male,Deluxe,Divorced,Manager,202643
2638,1,Large Business,Male,Deluxe,Divorced,Manager,202644
2639,1,Salaried,Male,Deluxe,Married,Manager,202645
2640,1,Small Business,Male,Basic,Married,Executive,202646
2641,0,Small Business,Male,Deluxe,Divorced,Manager,202647
2642,0,Small Business,Male,Deluxe,Divorced,Manager,202648
2643,0,Small Business,Female,Standard,Divorced,Senior Manager,202649
2644,0,Salaried,Male,Basic,Married,Executive,202650
2645,1,Small Business,Female,Basic,Single,Executive,202651
2646,1,Salaried,Male,Deluxe,Divorced,Manager,202652
2647,0,Small Business,Male,Standard,Married,Senior Manager,202653
2648,0,Small Business,Male,Standard,Divorced,Senior Manager,202654
2649,1,Salaried,Male,Standard,Unmarried,Senior Manager,202655
2650,1,Salaried,Fe Male,Deluxe,Single,Manager,202656
2651,0,Salaried,Male,Standard,Divorced,Senior Manager,202657
2652,0,Large Business,Female,Basic,Unmarried,Executive,202658
2653,0,Salaried,Female,Standard,Single,Senior Manager,202659
2654,1,Small Business,Fe Male,Deluxe,Unmarried,Manager,202660
2655,0,Large Business,Male,Basic,Single,Executive,202661
2656,1,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202662
2657,0,Small Business,Female,Deluxe,Divorced,Manager,202663
2658,0,Salaried,Male,Deluxe,Unmarried,Manager,202664
2659,0,Small Business,Female,Basic,Divorced,Executive,202665
2660,1,Salaried,Male,Standard,Married,Senior Manager,202666
2661,0,Salaried,Male,Standard,Married,Senior Manager,202667
2662,1,Small Business,Male,Deluxe,Divorced,Manager,202668
2663,0,Salaried,Male,Basic,Divorced,Executive,202669
2664,1,Small Business,Male,Basic,Married,Executive,202670
2665,1,Small Business,Female,Standard,Divorced,Senior Manager,202671
2666,1,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202672
2667,0,Small Business,Male,Basic,Single,Executive,202673
2668,0,Salaried,Female,Basic,Unmarried,Executive,202674
2669,0,Large Business,Male,King,Divorced,VP,202675
2670,0,Small Business,Male,Basic,Divorced,Executive,202676
2671,0,Small Business,Female,King,Married,VP,202677
2672,0,Small Business,Male,Basic,Divorced,Executive,202678
2673,0,Small Business,Female,Super Deluxe,Divorced,AVP,202679
2674,0,Salaried,Female,Basic,Divorced,Executive,202680
2675,1,Salaried,Male,King,Single,VP,202681
2676,0,Salaried,Female,Basic,Divorced,Executive,202682
2677,0,Salaried,Male,Basic,Unmarried,Executive,202683
2678,0,Small Business,Female,Basic,Married,Executive,202684
2679,1,Small Business,Male,Deluxe,Divorced,Manager,202685
2680,0,Salaried,Male,Deluxe,Married,Manager,202686
2681,0,Large Business,Male,Deluxe,Married,Manager,202687
2682,0,Salaried,Male,King,Divorced,VP,202688
2683,1,Small Business,Male,Standard,Married,Senior Manager,202689
2684,0,Salaried,Female,Basic,Divorced,Executive,202690
2685,0,Salaried,Male,Deluxe,Divorced,Manager,202691
2686,0,Small Business,Female,Basic,Divorced,Executive,202692
2687,1,Salaried,Male,Deluxe,Divorced,Manager,202693
2688,1,Small Business,Male,Standard,Married,Senior Manager,202694
2689,1,Large Business,Female,Standard,Single,Senior Manager,202695
2690,0,Salaried,Male,Basic,Single,Executive,202696
2691,0,Salaried,Fe Male,Deluxe,Unmarried,Manager,202697
2692,0,Small Business,Male,Deluxe,Married,Manager,202698
2693,0,Salaried,Female,Deluxe,Divorced,Manager,202699
2694,0,Small Business,Female,Basic,Married,Executive,202700
2695,0,Small Business,Male,King,Married,VP,202701
2696,0,Salaried,Male,Basic,Divorced,Executive,202702
2697,1,Small Business,Male,Basic,Unmarried,Executive,202703
2698,1,Salaried,Male,Basic,Divorced,Executive,202704
2699,1,Salaried,Male,Deluxe,Divorced,Manager,202705
2700,0,Large Business,Male,Deluxe,Single,Manager,202706
2701,0,Large Business,Female,Super Deluxe,Divorced,AVP,202707
2702,0,Salaried,Male,Basic,Unmarried,Executive,202708
2703,0,Small Business,Male,Deluxe,Divorced,Manager,202709
2704,0,Small Business,Male,Deluxe,Divorced,Manager,202710
2705,1,Salaried,Male,Deluxe,Married,Manager,202711
2706,0,Small Business,Male,Super Deluxe,Divorced,AVP,202712
2707,0,Salaried,Male,Basic,Divorced,Executive,202713
2708,0,Small Business,Male,King,Single,VP,202714
2709,1,Salaried,Male,Standard,Divorced,Senior Manager,202715
2710,0,Small Business,Male,Basic,Divorced,Executive,202716
2711,0,Small Business,Male,Deluxe,Divorced,Manager,202717
2712,0,Small Business,Male,Basic,Unmarried,Executive,202718
2713,1,Small Business,Female,Standard,Married,Senior Manager,202719
2714,0,Salaried,Female,Standard,Married,Senior Manager,202720
2715,0,Small Business,Female,Deluxe,Married,Manager,202721
2716,1,Salaried,Female,Deluxe,Married,Manager,202722
2717,0,Salaried,Male,King,Married,VP,202723
2718,0,Small Business,Male,Super Deluxe,Divorced,AVP,202724
2719,0,Salaried,Male,Deluxe,Divorced,Manager,202725
2720,1,Salaried,Male,Deluxe,Unmarried,Manager,202726
2721,0,Large Business,Male,Deluxe,Divorced,Manager,202727
2722,1,Small Business,Male,Deluxe,Divorced,Manager,202728
2723,0,Salaried,Female,Basic,Single,Executive,202729
2724,1,Salaried,Male,Basic,Married,Executive,202730
2725,0,Salaried,Male,Deluxe,Married,Manager,202731
2726,0,Small Business,Male,Basic,Married,Executive,202732
2727,0,Salaried,Female,Basic,Unmarried,Executive,202733
2728,1,Salaried,Female,King,Single,VP,202734
2729,0,Large Business,Male,Deluxe,Unmarried,Manager,202735
2730,1,Small Business,Female,Basic,Married,Executive,202736
2731,0,Small Business,Male,Deluxe,Unmarried,Manager,202737
2732,1,Small Business,Male,Basic,Divorced,Executive,202738
2733,1,Small Business,Female,Super Deluxe,Divorced,AVP,202739
2734,0,Salaried,Male,Basic,Single,Executive,202740
2735,0,Small Business,Male,Standard,Divorced,Senior Manager,202741
2736,1,Salaried,Male,Basic,Divorced,Executive,202742
2737,0,Small Business,Male,Deluxe,Married,Manager,202743
2738,0,Salaried,Male,Super Deluxe,Single,AVP,202744
2739,0,Small Business,Female,Basic,Single,Executive,202745
2740,0,Small Business,Male,Deluxe,Unmarried,Manager,202746
2741,0,Large Business,Male,Deluxe,Divorced,Manager,202747
2742,0,Small Business,Male,Standard,Married,Senior Manager,202748
2743,1,Salaried,Female,Deluxe,Divorced,Manager,202749
2744,0,Salaried,Male,Deluxe,Divorced,Manager,202750
2745,0,Salaried,Female,Standard,Divorced,Senior Manager,202751
2746,1,Salaried,Male,Deluxe,Married,Manager,202752
2747,0,Large Business,Male,Basic,Divorced,Executive,202753
2748,0,Salaried,Male,Deluxe,Divorced,Manager,202754
2749,1,Salaried,Male,Standard,Married,Senior Manager,202755
2750,0,Salaried,Male,Basic,Married,Executive,202756
2751,1,Salaried,Female,Standard,Divorced,Senior Manager,202757
2752,0,Small Business,Male,Super Deluxe,Divorced,AVP,202758
2753,1,Salaried,Female,Basic,Single,Executive,202759
2754,0,Large Business,Female,Super Deluxe,Single,AVP,202760
2755,0,Small Business,Male,Deluxe,Divorced,Manager,202761
2756,0,Salaried,Female,Basic,Single,Executive,202762
2757,0,Large Business,Female,Deluxe,Divorced,Manager,202763
2758,0,Salaried,Male,Deluxe,Unmarried,Manager,202764
2759,0,Small Business,Male,Deluxe,Married,Manager,202765
2760,0,Small Business,Fe Male,Deluxe,Unmarried,Manager,202766
2761,0,Small Business,Male,Basic,Divorced,Executive,202767
2762,0,Small Business,Female,Deluxe,Divorced,Manager,202768
2763,1,Salaried,Female,Standard,Divorced,Senior Manager,202769
2764,1,Small Business,Male,King,Divorced,VP,202770
2765,0,Small Business,Female,Deluxe,Divorced,Manager,202771
2766,1,Small Business,Male,Deluxe,Unmarried,Manager,202772
2767,0,Salaried,Male,King,Divorced,VP,202773
2768,1,Salaried,Female,Deluxe,Married,Manager,202774
2769,1,Small Business,Male,Deluxe,Divorced,Manager,202775
2770,1,Salaried,Fe Male,Deluxe,Unmarried,Manager,202776
2771,0,Salaried,Female,Standard,Divorced,Senior Manager,202777
2772,0,Salaried,Male,Deluxe,Divorced,Manager,202778
2773,0,Small Business,Male,Deluxe,Divorced,Manager,202779
2774,0,Salaried,Male,Basic,Divorced,Executive,202780
2775,0,Salaried,Male,Basic,Unmarried,Executive,202781
2776,0,Small Business,Female,Deluxe,Married,Manager,202782
2777,0,Small Business,Female,Deluxe,Divorced,Manager,202783
2778,0,Small Business,Male,Deluxe,Married,Manager,202784
2779,0,Salaried,Male,Standard,Married,Senior Manager,202785
2780,0,Small Business,Fe Male,Standard,Unmarried,Senior Manager,202786
2781,0,Small Business,Female,Deluxe,Married,Manager,202787
2782,0,Large Business,Male,Standard,Unmarried,Senior Manager,202788
2783,0,Salaried,Male,Basic,Married,Executive,202789
2784,0,Small Business,Male,Deluxe,Unmarried,Manager,202790
2785,1,Small Business,Male,Deluxe,Unmarried,Manager,202791
2786,0,Salaried,Female,Super Deluxe,Single,AVP,202792
2787,1,Salaried,Male,Deluxe,Divorced,Manager,202793
2788,0,Large Business,Male,Basic,Married,Executive,202794
2789,0,Small Business,Female,Basic,Divorced,Executive,202795
2790,0,Small Business,Female,Standard,Divorced,Senior Manager,202796
2791,0,Small Business,Male,Deluxe,Married,Manager,202797
2792,1,Large Business,Female,Deluxe,Divorced,Manager,202798
2793,0,Salaried,Male,Deluxe,Divorced,Manager,202799
2794,0,Salaried,Male,Deluxe,Unmarried,Manager,202800
2795,1,Large Business,Female,Basic,Single,Executive,202801
2796,1,Small Business,Fe Male,Deluxe,Unmarried,Manager,202802
2797,1,Small Business,Male,Standard,Divorced,Senior Manager,202803
2798,0,Small Business,Male,Deluxe,Divorced,Manager,202804
2799,0,Salaried,Female,Basic,Divorced,Executive,202805
2800,1,Small Business,Male,Basic,Unmarried,Executive,202806
2801,0,Small Business,Female,Basic,Unmarried,Executive,202807
2802,0,Small Business,Female,Basic,Divorced,Executive,202808
2803,1,Small Business,Female,Deluxe,Divorced,Manager,202809
2804,1,Small Business,Male,Deluxe,Unmarried,Manager,202810
2805,0,Large Business,Male,Standard,Single,Senior Manager,202811
2806,0,Small Business,Male,Deluxe,Divorced,Manager,202812
2807,0,Salaried,Male,Basic,Unmarried,Executive,202813
2808,0,Salaried,Female,Basic,Unmarried,Executive,202814
2809,0,Salaried,Male,Basic,Single,Executive,202815
2810,0,Salaried,Male,Deluxe,Unmarried,Manager,202816
2811,0,Small Business,Male,Basic,Married,Executive,202817
2812,0,Salaried,Male,Deluxe,Unmarried,Manager,202818
2813,0,Salaried,Male,Standard,Single,Senior Manager,202819
2814,0,Salaried,Female,Deluxe,Divorced,Manager,202820
2815,0,Salaried,Female,Basic,Divorced,Executive,202821
2816,1,Small Business,Male,Deluxe,Unmarried,Manager,202822
2817,0,Salaried,Female,Super Deluxe,Single,AVP,202823
2818,0,Small Business,Female,Deluxe,Married,Manager,202824
2819,0,Large Business,Male,Basic,Divorced,Executive,202825
2820,1,Large Business,Male,Basic,Unmarried,Executive,202826
2821,0,Small Business,Female,Basic,Divorced,Executive,202827
2822,0,Small Business,Male,Standard,Divorced,Senior Manager,202828
2823,0,Salaried,Female,Basic,Married,Executive,202830
2824,0,Small Business,Female,Deluxe,Married,Manager,202831
2825,0,Salaried,Female,Basic,Married,Executive,202832
