,TypeofContact_0,Occupation_0,Gender_0,ProductPitched_0,ProductPitched_1,MaritalStatus_0,Designation_0,Designation_1,CustomerID
1308,1,1,2,0,2,3,0,2,201312
1309,1,1,2,0,2,3,0,2,201313
1310,2,1,1,0,1,3,0,1,201314
1311,1,1,1,0,1,3,0,1,201315
1312,2,1,2,0,1,3,0,1,201316
1313,2,1,1,0,2,1,0,2,201317
1314,2,3,2,0,2,3,0,2,201318
1315,2,3,2,0,1,1,0,1,201319
1316,2,4,2,0,2,3,0,2,201320
1317,1,1,1,0,2,1,0,2,201321
1318,1,1,2,0,3,3,0,3,201322
1319,2,1,2,0,2,3,0,2,201323
1320,1,1,2,0,1,3,0,1,201324
1321,1,1,2,0,2,1,0,2,201325
1322,1,3,2,0,1,4,0,1,201326
1323,1,4,1,0,4,3,0,4,201327
1324,1,3,1,0,1,3,0,1,201328
1325,1,3,2,0,2,3,0,2,201329
1326,1,3,1,1,0,3,1,0,201330
1327,1,1,2,1,0,3,1,0,201331
1328,2,1,2,0,2,1,0,2,201332
1329,1,1,1,0,3,3,0,3,201333
1330,2,1,1,0,2,3,0,2,201334
1331,1,1,2,0,1,3,0,1,201335
1332,1,4,2,0,2,3,0,2,201336
1333,1,3,1,0,2,3,0,2,201337
1334,1,3,2,0,2,1,0,2,201338
1335,1,1,2,0,2,1,0,2,201339
1336,1,4,1,0,1,3,0,1,201340
1337,1,1,2,0,1,3,0,1,201341
1338,1,1,2,0,3,3,0,3,201342
1339,1,1,2,0,2,1,0,2,201343
1340,1,3,2,0,1,3,0,1,201344
1341,1,1,1,0,1,3,0,1,201345
1342,1,1,1,0,1,3,0,1,201346
1343,2,1,2,0,1,1,0,1,201347
1344,1,1,2,0,4,3,0,4,201348
1345,1,1,1,0,2,3,0,2,201349
1346,1,3,1,0,1,4,0,1,201350
1347,2,3,1,0,4,3,0,4,201351
1348,1,1,2,0,1,3,0,1,201352
1349,2,4,2,0,2,3,0,2,201353
1350,1,1,2,0,2,1,0,2,201354
1351,1,3,2,0,1,3,0,1,201355
1352,1,3,1,0,1,3,0,1,201356
1353,1,3,2,0,3,3,0,3,201357
1354,1,3,1,0,1,3,0,1,201358
1355,1,3,1,0,1,3,0,1,201359
1356,1,3,1,0,2,3,0,2,201360
1357,2,1,2,0,2,3,0,2,201361
1358,2,3,2,0,1,1,0,1,201362
1359,1,3,2,0,1,1,0,1,201363
1360,2,1,2,0,1,3,0,1,201364
1361,2,4,2,0,2,1,0,2,201365
1362,2,1,1,0,1,3,0,1,201366
1363,1,4,2,0,2,3,0,2,201367
1364,2,1,2,0,1,3,0,1,201368
1365,1,3,3,0,1,4,0,1,201369
1366,2,4,2,0,1,3,0,1,201370
1367,1,3,1,0,1,3,0,1,201371
1368,1,3,2,0,1,3,0,1,201372
1369,2,3,1,0,1,3,0,1,201373
1370,1,1,1,0,4,3,0,4,201374
1371,2,1,1,0,2,1,0,2,201375
1372,1,1,2,0,2,3,0,2,201376
1373,2,1,2,1,0,3,1,0,201377
1374,1,3,2,0,1,3,0,1,201378
1375,2,1,1,0,2,3,0,2,201379
1376,1,3,2,0,1,3,0,1,201380
1377,2,3,2,0,2,1,0,2,201381
1378,2,3,2,0,2,3,0,2,201382
1379,2,1,2,0,2,3,0,2,201383
1380,1,3,2,0,3,4,0,3,201384
1381,1,3,2,0,3,3,0,3,201385
1382,1,3,2,0,2,1,0,2,201386
1383,1,1,2,0,1,3,0,1,201387
1384,2,3,1,0,1,3,0,1,201388
1385,2,1,2,0,1,3,0,1,201389
1386,1,4,2,0,2,3,0,2,201390
1387,1,1,2,0,2,1,0,2,201391
1388,1,1,1,0,1,3,0,1,201392
1389,1,3,2,0,1,1,0,1,201393
1390,1,1,2,0,1,4,0,1,201394
1391,2,3,2,0,1,3,0,1,201395
1392,1,1,2,0,3,4,0,3,201396
1393,1,1,1,0,1,3,0,1,201397
1394,2,1,2,0,1,3,0,1,201398
1395,1,1,2,0,3,3,0,3,201399
1396,2,1,2,0,2,3,0,2,201400
1397,1,1,2,1,0,3,1,0,201401
1398,1,3,1,0,2,3,0,2,201402
1399,1,3,2,0,4,4,0,4,201403
1400,2,1,2,0,1,1,0,1,201404
1401,2,3,1,0,3,3,0,3,201405
1402,1,3,1,0,1,1,0,1,201406
1403,1,1,2,0,1,1,0,1,201407
1404,1,1,2,0,2,1,0,2,201408
1405,2,4,1,0,1,3,0,1,201409
1406,1,3,1,0,1,3,0,1,201410
1407,1,1,1,0,2,3,0,2,201411
1408,1,3,2,0,2,3,0,2,201412
1409,1,1,2,0,2,3,0,2,201413
1410,1,3,2,0,3,4,0,3,201414
1411,2,3,2,0,2,3,0,2,201415
1412,1,1,2,0,1,3,0,1,201416
1413,1,1,2,0,2,3,0,2,201417
1414,2,1,2,0,1,3,0,1,201418
1415,1,1,2,0,1,3,0,1,201419
1416,1,1,2,0,2,3,0,2,201420
1417,2,3,1,0,3,3,0,3,201421
1418,1,3,2,0,2,3,0,2,201422
1419,1,1,2,0,2,1,0,2,201423
1420,1,3,2,0,1,1,0,1,201424
1421,1,3,1,0,1,3,0,1,201425
1422,1,1,1,0,2,1,0,2,201426
1423,1,1,2,0,2,3,0,2,201427
1424,1,3,2,0,2,3,0,2,201428
1425,1,1,2,0,1,1,0,1,201429
1426,1,3,1,0,3,3,0,3,201430
1427,1,3,1,0,3,3,0,3,201431
1428,1,1,1,0,3,3,0,3,201432
1429,1,1,1,0,1,3,0,1,201433
1430,1,3,2,0,2,1,0,2,201435
1431,1,3,2,0,2,1,0,2,201436
1432,2,1,2,1,0,1,1,0,201437
1433,2,3,2,0,2,3,0,2,201438
1434,1,3,1,0,3,3,0,3,201439
1435,2,1,1,0,1,3,0,1,201440
1436,2,1,2,0,1,3,0,1,201441
1437,1,3,2,0,2,3,0,2,201442
1438,1,1,2,1,0,3,1,0,201443
1439,1,4,2,0,2,3,0,2,201444
1440,1,1,1,0,4,3,0,4,201445
1441,1,3,1,0,1,3,0,1,201446
1442,2,3,2,0,1,3,0,1,201447
1443,1,1,2,0,1,3,0,1,201448
1444,1,4,2,0,2,1,0,2,201449
1445,1,1,3,0,3,4,0,3,201450
1446,1,1,1,0,1,3,0,1,201451
1447,2,1,2,0,1,3,0,1,201452
1448,1,3,1,0,1,3,0,1,201453
1449,1,1,1,0,1,1,0,1,201454
1450,1,1,2,0,2,1,0,2,201455
1451,2,1,2,0,1,3,0,1,201456
1452,1,3,1,0,2,3,0,2,201457
1453,1,1,1,0,2,3,0,2,201458
1454,1,1,2,0,1,3,0,1,201459
1455,1,3,1,0,2,1,0,2,201460
1456,1,3,2,0,3,3,0,3,201461
1457,1,3,1,0,4,3,0,4,201462
1458,2,3,2,0,1,4,0,1,201463
1459,1,1,1,0,2,1,0,2,201464
1460,2,3,2,0,1,3,0,1,201465
1461,1,3,2,0,3,3,0,3,201466
1462,1,1,2,0,1,3,0,1,201467
1463,2,3,2,0,1,3,0,1,201468
1464,1,3,2,0,1,3,0,1,201469
1465,1,1,1,0,1,1,0,1,201470
1466,2,1,2,0,1,3,0,1,201471
1467,1,1,2,0,2,1,0,2,201472
1468,2,1,1,0,2,3,0,2,201473
1469,1,3,2,0,2,3,0,2,201474
1470,2,1,2,0,2,1,0,2,201475
1471,1,3,1,0,2,3,0,2,201476
1472,1,1,2,0,2,3,0,2,201477
1473,2,1,2,0,3,4,0,3,201478
1474,1,3,2,0,1,3,0,1,201479
1475,1,3,2,0,2,3,0,2,201480
1476,1,1,1,0,1,1,0,1,201481
1477,1,1,2,0,2,3,0,2,201482
1478,1,3,2,0,2,3,0,2,201483
1479,1,1,2,0,2,1,0,2,201484
1480,1,1,1,0,3,3,0,3,201485
1481,1,1,2,0,2,3,0,2,201486
1482,2,3,2,0,2,3,0,2,201487
1483,1,1,1,0,4,3,0,4,201488
1484,1,1,2,0,2,1,0,2,201489
1485,2,1,1,0,1,3,0,1,201490
1486,1,1,2,0,2,1,0,2,201491
1487,1,1,3,0,3,4,0,3,201492
1488,1,1,2,0,2,1,0,2,201493
1489,1,3,2,0,2,1,0,2,201494
1490,1,1,1,1,0,3,1,0,201495
1491,2,1,1,0,2,1,0,2,201496
1492,1,3,2,0,1,3,0,1,201497
1493,1,3,1,0,3,3,0,3,201498
1494,1,3,1,1,0,1,1,0,201499
1495,1,3,2,0,2,1,0,2,201500
1496,1,1,2,0,1,3,0,1,201501
1497,1,3,2,0,2,1,0,2,201502
1498,1,4,2,0,1,3,0,1,201503
1499,1,3,2,0,2,3,0,2,201504
1500,1,3,1,0,2,3,0,2,201505
1501,1,3,2,0,2,3,0,2,201506
1502,1,3,1,0,2,3,0,2,201507
1503,1,1,1,0,2,3,0,2,201508
1504,2,1,1,0,1,3,0,1,201509
1505,1,1,2,0,2,3,0,2,201510
1506,1,1,1,0,2,3,0,2,201511
1507,1,1,2,0,2,1,0,2,201512
1508,2,1,2,0,3,4,0,3,201513
1509,2,3,1,0,1,1,0,1,201514
1510,1,4,1,1,0,3,1,0,201515
1511,2,3,2,0,1,1,0,1,201516
1512,1,1,2,0,2,3,0,2,201517
1513,2,3,2,0,1,1,0,1,201518
1514,1,1,2,0,2,3,0,2,201519
1515,1,1,2,0,3,1,0,3,201520
1516,1,4,2,0,2,1,0,2,201521
1517,1,3,1,0,1,3,0,1,201522
1518,2,3,2,0,3,3,0,3,201523
1519,1,3,1,0,1,3,0,1,201524
1520,2,1,3,0,3,4,0,3,201525
1521,2,1,2,0,3,3,0,3,201526
1522,1,3,1,0,2,3,0,2,201527
1523,1,1,2,0,1,3,0,1,201528
1524,1,1,2,0,1,3,0,1,201529
1525,1,3,2,0,1,3,0,1,201530
1526,2,1,1,0,1,1,0,1,201531
1527,1,3,1,1,0,3,1,0,201532
1528,1,1,1,0,3,4,0,3,201533
1529,1,4,1,0,3,3,0,3,201534
1530,1,3,1,0,4,3,0,4,201535
1531,2,1,2,0,1,4,0,1,201536
1532,1,1,2,0,3,3,0,3,201537
1533,2,3,2,0,2,3,0,2,201538
1534,1,3,2,0,2,3,0,2,201539
1535,2,1,1,0,1,1,0,1,201540
1536,1,1,2,0,2,3,0,2,201541
1537,1,3,2,0,2,1,0,2,201542
1538,1,1,2,0,1,3,0,1,201543
1539,1,1,1,0,2,3,0,2,201544
1540,1,1,1,0,1,1,0,1,201545
1541,1,3,2,0,1,1,0,1,201546
1542,1,1,2,0,3,3,0,3,201547
1543,1,3,2,0,3,1,0,3,201548
1544,1,3,2,0,1,3,0,1,201549
1545,1,1,2,0,1,3,0,1,201550
1546,1,3,2,0,2,1,0,2,201551
1547,1,1,2,0,3,3,0,3,201552
1548,2,3,1,0,1,3,0,1,201553
1549,1,3,2,0,1,3,0,1,201554
1550,1,1,2,0,3,4,0,3,201555
1551,1,4,2,0,2,3,0,2,201556
1552,1,1,2,0,2,3,0,2,201557
1553,1,1,2,0,1,3,0,1,201558
1554,1,3,2,0,3,4,0,3,201559
1555,2,1,2,0,4,3,0,4,201560
1556,1,3,2,0,1,1,0,1,201561
1557,1,3,1,0,1,3,0,1,201562
1558,2,3,2,0,3,3,0,3,201563
1559,1,3,2,0,1,1,0,1,201564
1560,1,4,1,0,3,3,0,3,201565
1561,1,1,1,0,1,3,0,1,201566
1562,2,3,2,0,1,3,0,1,201567
1563,1,3,2,0,4,1,0,4,201568
1564,2,3,2,0,1,3,0,1,201569
1565,1,1,2,0,2,3,0,2,201570
1566,1,1,2,0,2,1,0,2,201571
1567,2,1,1,0,2,1,0,2,201572
1568,1,1,1,0,1,1,0,1,201573
1569,2,1,2,0,1,3,0,1,201574
1570,2,1,1,1,0,3,1,0,201575
1571,2,1,1,1,0,3,1,0,201576
1572,1,3,2,0,1,1,0,1,201577
1573,1,3,2,0,2,3,0,2,201578
1574,1,3,1,0,2,1,0,2,201579
1575,2,3,1,0,3,4,0,3,201580
1576,2,1,2,0,1,1,0,1,201581
1577,2,1,1,0,4,1,0,4,201582
1578,1,1,2,0,2,3,0,2,201583
1579,1,1,1,0,1,3,0,1,201584
1580,1,1,2,0,3,4,0,3,201585
1581,1,3,3,0,3,4,0,3,201586
1582,2,4,1,0,3,3,0,3,201587
1583,1,1,1,0,2,3,0,2,201588
1584,2,1,2,0,4,3,0,4,201589
1585,2,1,2,0,2,3,0,2,201590
1586,2,3,2,0,1,3,0,1,201591
1587,1,1,1,0,2,3,0,2,201592
1588,1,1,2,1,0,1,1,0,201593
1589,1,1,2,0,1,3,0,1,201594
1590,1,1,1,0,2,3,0,2,201595
1591,1,3,1,0,3,3,0,3,201596
1592,1,3,2,0,2,1,0,2,201597
1593,1,4,2,0,2,3,0,2,201598
1594,1,3,1,0,1,3,0,1,201599
1595,2,3,1,0,2,1,0,2,201600
1596,2,3,3,0,3,4,0,3,201601
1597,1,1,1,0,1,3,0,1,201602
1598,1,1,2,0,3,3,0,3,201603
1599,1,1,1,0,2,3,0,2,201604
1600,1,3,2,0,1,3,0,1,201605
1601,2,1,2,0,3,4,0,3,201606
1602,1,1,1,0,1,3,0,1,201607
1603,1,1,2,0,1,3,0,1,201608
1604,1,1,2,0,1,3,0,1,201609
1605,1,3,1,0,2,1,0,2,201610
1606,1,3,2,0,2,1,0,2,201611
1607,1,4,1,0,1,1,0,1,201612
1608,1,1,1,0,2,1,0,2,201613
1609,2,3,2,0,1,3,0,1,201614
1610,1,4,1,0,2,3,0,2,201615
1611,1,3,2,0,2,1,0,2,201616
1612,2,1,2,0,4,3,0,4,201617
1613,1,1,2,0,2,3,0,2,201618
1614,1,3,1,0,2,1,0,2,201619
1615,2,3,1,0,1,3,0,1,201620
1616,1,3,2,0,3,3,0,3,201621
1617,1,3,2,0,1,3,0,1,201622
1618,1,1,2,0,1,3,0,1,201623
1619,2,3,3,0,3,4,0,3,201624
1620,2,4,2,0,1,3,0,1,201625
1621,1,3,2,0,1,3,0,1,201626
1622,1,3,1,0,2,3,0,2,201627
1623,1,3,2,0,3,3,0,3,201628
1624,2,3,1,0,2,3,0,2,201629
1625,1,3,2,0,2,3,0,2,201630
1626,2,3,2,0,2,3,0,2,201631
1627,1,3,2,0,2,3,0,2,201632
1628,1,1,2,0,3,3,0,3,201633
1629,2,3,2,0,2,3,0,2,201634
1630,1,1,1,1,0,1,1,0,201635
1631,1,1,2,0,2,3,0,2,201636
1632,1,1,1,0,3,3,0,3,201637
1633,1,1,3,0,1,4,0,1,201638
1634,1,1,2,0,2,1,0,2,201639
1635,1,4,2,0,2,3,0,2,201640
1636,2,4,1,0,2,1,0,2,201641
1637,2,3,2,0,2,1,0,2,201642
1638,2,3,2,0,1,3,0,1,201643
1639,1,1,1,0,1,3,0,1,201644
1640,1,1,1,0,2,3,0,2,201645
1641,1,1,2,0,2,1,0,2,201646
1642,1,1,2,0,2,1,0,2,201647
1643,1,3,1,0,3,3,0,3,201648
1644,1,1,1,0,2,1,0,2,201649
1645,1,3,1,0,2,3,0,2,201650
1646,1,3,1,0,2,1,0,2,201651
1647,1,3,1,0,2,1,0,2,201652
1648,1,3,2,0,2,3,0,2,201653
1649,1,3,1,0,1,3,0,1,201654
1650,1,3,1,0,2,3,0,2,201655
1651,1,3,1,1,0,3,1,0,201656
1652,1,3,2,1,0,1,1,0,201657
1653,2,1,2,0,1,3,0,1,201658
1654,1,3,1,0,4,1,0,4,201659
1655,1,1,2,1,0,3,1,0,201660
1656,1,3,1,0,2,1,0,2,201661
1657,1,1,2,0,1,3,0,1,201662
1658,2,3,2,0,2,3,0,2,201663
1659,2,3,2,0,4,3,0,4,201664
1660,1,1,2,0,2,3,0,2,201665
1661,2,3,1,0,1,1,0,1,201666
1662,2,3,1,0,1,3,0,1,201667
1663,1,1,2,0,1,3,0,1,201668
1664,1,4,2,0,1,3,0,1,201669
1665,2,4,2,0,1,3,0,1,201670
1666,2,1,2,0,1,3,0,1,201671
1667,2,3,2,0,2,3,0,2,201672
1668,1,3,2,0,1,3,0,1,201673
1669,1,3,2,0,1,3,0,1,201674
1670,1,3,1,0,3,3,0,3,201675
1671,1,1,2,0,2,3,0,2,201676
1672,2,3,1,0,2,1,0,2,201677
1673,2,1,2,0,1,3,0,1,201678
1674,1,3,2,0,3,3,0,3,201679
1675,1,3,2,0,3,3,0,3,201680
1676,2,1,2,0,3,4,0,3,201681
1677,2,1,3,0,1,4,0,1,201682
1678,1,1,2,0,3,3,0,3,201683
1679,1,4,1,0,2,1,0,2,201684
1680,1,1,1,0,3,1,0,3,201685
1681,2,3,1,0,1,4,0,1,201686
1682,1,4,2,0,2,1,0,2,201687
1683,2,3,3,0,3,4,0,3,201688
1684,1,3,1,0,1,3,0,1,201689
1685,1,1,2,0,1,1,0,1,201690
1686,1,3,1,0,2,3,0,2,201691
1687,2,1,2,0,3,3,0,3,201692
1688,1,1,2,0,3,3,0,3,201693
1689,1,3,2,0,1,3,0,1,201694
1690,1,1,2,0,2,3,0,2,201695
1691,2,3,2,0,2,3,0,2,201696
1692,2,3,1,0,3,3,0,3,201697
1693,2,3,3,0,3,4,0,3,201698
1694,1,3,2,0,2,1,0,2,201699
1695,1,1,1,0,2,1,0,2,201700
1696,1,4,2,1,0,3,1,0,201701
1697,1,3,2,0,2,3,0,2,201702
1698,1,3,1,1,0,3,1,0,201703
1699,1,3,2,0,2,3,0,2,201704
1700,1,3,1,0,4,3,0,4,201705
1701,1,1,1,0,2,3,0,2,201706
1702,2,1,2,1,0,1,1,0,201707
1703,1,1,1,0,2,3,0,2,201708
1704,1,1,2,0,2,1,0,2,201709
1705,1,3,1,0,2,3,0,2,201710
1706,2,3,2,0,1,3,0,1,201711
1707,1,1,2,0,1,3,0,1,201712
1708,1,4,2,0,1,3,0,1,201713
1709,1,1,2,1,0,3,1,0,201714
1710,2,3,2,0,3,3,0,3,201715
1711,1,1,1,0,2,3,0,2,201716
1712,1,1,2,0,1,3,0,1,201717
1713,1,3,1,0,2,3,0,2,201718
1714,2,1,2,0,1,3,0,1,201719
1715,2,3,2,0,3,3,0,3,201720
1716,2,4,3,0,3,4,0,3,201721
1717,1,1,2,0,2,1,0,2,201722
1718,1,1,1,0,1,4,0,1,201723
1719,1,3,2,0,1,3,0,1,201724
1720,1,1,1,0,1,3,0,1,201725
1721,1,3,1,0,2,3,0,2,201726
1722,1,3,2,1,0,3,1,0,201727
1723,1,1,2,0,2,3,0,2,201728
1724,2,3,2,0,2,1,0,2,201729
1725,2,1,2,0,2,3,0,2,201730
1726,2,1,2,0,1,3,0,1,201731
1727,1,4,2,0,1,1,0,1,201732
1728,1,4,1,0,4,3,0,4,201733
1729,1,1,2,0,2,1,0,2,201734
1730,1,3,2,0,1,3,0,1,201735
1731,1,3,2,0,1,3,0,1,201736
1732,2,1,2,0,1,3,0,1,201737
1733,1,3,2,0,4,3,0,4,201738
1734,1,1,2,0,2,3,0,2,201739
1735,1,3,2,1,0,1,1,0,201740
1736,2,1,2,0,3,3,0,3,201741
1737,1,3,2,0,2,3,0,2,201742
1738,1,3,2,0,1,3,0,1,201743
1739,1,3,2,0,2,1,0,2,201744
1740,2,3,1,0,3,3,0,3,201745
1741,1,1,1,0,3,3,0,3,201746
1742,1,3,1,0,1,3,0,1,201747
1743,2,1,1,0,1,3,0,1,201748
1744,1,1,2,1,0,3,1,0,201749
1745,1,3,2,0,4,3,0,4,201750
1746,1,1,2,0,1,3,0,1,201751
1747,2,1,2,0,1,1,0,1,201752
1748,1,4,2,0,1,3,0,1,201753
1749,2,3,2,0,1,3,0,1,201754
1750,1,1,1,0,2,1,0,2,201755
1751,2,1,2,0,2,3,0,2,201756
1752,1,1,2,0,1,3,0,1,201757
1753,1,3,2,0,2,3,0,2,201758
1754,1,1,1,0,2,1,0,2,201759
1755,2,1,1,1,0,1,1,0,201760
1756,1,4,2,0,1,1,0,1,201761
1757,2,3,1,0,2,3,0,2,201762
1758,1,3,2,0,1,1,0,1,201763
1759,2,3,2,0,2,3,0,2,201764
1760,2,3,1,0,4,3,0,4,201765
1761,1,3,2,0,2,1,0,2,201766
1762,1,3,2,0,3,3,0,3,201767
1763,2,1,2,0,2,3,0,2,201768
1764,1,3,2,0,1,3,0,1,201769
1765,1,1,2,0,4,1,0,4,201770
1766,1,3,1,0,2,1,0,2,201771
1767,1,3,2,0,1,1,0,1,201772
1768,1,4,2,0,1,3,0,1,201773
1769,1,3,2,0,3,3,0,3,201774
1770,2,1,1,0,1,3,0,1,201775
1771,1,1,2,0,1,3,0,1,201776
1772,1,1,1,0,3,3,0,3,201777
1773,2,1,2,0,1,3,0,1,201778
1774,1,4,2,0,2,3,0,2,201779
1775,1,1,2,0,1,3,0,1,201780
1776,2,1,2,0,3,3,0,3,201781
1777,1,1,2,0,2,3,0,2,201782
1778,2,1,1,0,3,3,0,3,201783
1779,1,3,2,0,4,3,0,4,201784
1780,2,1,1,0,2,1,0,2,201785
1781,1,4,1,0,4,1,0,4,201786
1782,1,3,2,0,1,3,0,1,201787
1783,1,1,1,0,2,1,0,2,201788
1784,1,4,1,0,1,3,0,1,201789
1785,1,1,2,0,1,1,0,1,201790
1786,1,3,2,0,1,3,0,1,201791
1787,1,3,1,0,1,1,0,1,201792
1788,1,3,2,0,2,3,0,2,201793
1789,1,3,1,0,1,3,0,1,201794
1790,2,1,1,0,3,3,0,3,201795
1791,2,3,2,1,0,3,1,0,201796
1792,1,3,1,0,1,3,0,1,201797
1793,2,3,2,0,1,1,0,1,201798
1794,1,1,2,1,0,3,1,0,201799
1795,2,1,1,0,1,3,0,1,201800
1796,2,3,2,0,1,3,0,1,201801
1797,2,1,1,0,1,1,0,1,201802
1798,1,1,1,0,3,3,0,3,201803
1799,1,1,2,0,1,3,0,1,201804
1800,1,3,2,0,1,3,0,1,201805
1801,1,1,2,0,2,3,0,2,201806
1802,1,1,2,0,2,1,0,2,201807
1803,1,3,1,0,1,3,0,1,201808
1804,1,3,1,0,1,3,0,1,201809
1805,1,3,2,0,1,3,0,1,201810
1806,1,1,2,0,3,3,0,3,201811
1807,1,3,1,0,3,4,0,3,201812
1808,1,3,1,0,1,3,0,1,201813
1809,1,4,2,0,3,4,0,3,201814
1810,1,1,2,0,2,3,0,2,201815
1811,1,3,2,0,1,1,0,1,201816
1812,2,3,2,0,1,1,0,1,201817
1813,1,1,1,0,4,1,0,4,201818
1814,2,1,2,0,1,3,0,1,201819
1815,1,4,2,0,2,3,0,2,201820
1816,1,3,1,0,2,3,0,2,201821
1817,1,3,1,0,3,3,0,3,201822
1818,1,3,2,0,1,3,0,1,201823
1819,2,4,1,0,1,3,0,1,201824
1820,1,1,2,0,1,3,0,1,201825
1821,1,1,2,0,1,4,0,1,201826
1822,2,4,1,0,2,1,0,2,201827
1823,2,3,1,0,1,4,0,1,201828
1824,2,3,2,0,3,3,0,3,201829
1825,1,3,2,0,1,3,0,1,201830
1826,1,1,1,0,2,3,0,2,201831
1827,2,3,2,0,2,1,0,2,201832
1828,1,3,1,0,2,1,0,2,201833
1829,1,3,1,0,2,3,0,2,201834
1830,2,3,1,0,1,3,0,1,201835
1831,2,3,2,0,1,4,0,1,201836
1832,1,4,2,0,3,4,0,3,201837
1833,1,3,2,0,1,3,0,1,201838
1834,1,1,2,0,2,1,0,2,201839
1835,1,1,1,0,2,1,0,2,201840
1836,1,1,2,0,2,1,0,2,201841
1837,1,1,2,0,1,4,0,1,201842
1838,1,3,2,0,2,3,0,2,201843
1839,1,1,2,0,1,1,0,1,201844
1840,1,1,2,0,3,4,0,3,201845
1841,1,1,1,0,1,3,0,1,201846
1842,1,1,1,0,2,3,0,2,201847
1843,2,3,2,0,1,1,0,1,201848
1844,1,1,1,0,4,1,0,4,201849
1845,1,3,1,0,1,3,0,1,201850
1846,1,4,2,0,2,3,0,2,201851
1847,2,4,2,0,2,1,0,2,201852
1848,1,3,1,0,2,3,0,2,201853
1849,1,3,2,0,3,3,0,3,201854
1850,2,4,2,0,2,1,0,2,201855
1851,1,1,1,0,2,3,0,2,201856
1852,1,3,1,0,1,3,0,1,201857
1853,1,1,1,0,2,3,0,2,201858
1854,1,1,2,0,1,1,0,1,201859
1855,1,1,2,0,4,3,0,4,201860
1856,1,3,1,0,1,3,0,1,201861
1857,1,3,2,1,0,3,1,0,201862
1858,2,3,1,0,1,3,0,1,201863
1859,1,3,1,0,1,3,0,1,201864
1860,2,3,2,0,2,3,0,2,201865
1861,1,1,1,0,1,3,0,1,201866
1862,1,1,1,0,1,1,0,1,201867
1863,2,3,1,0,1,3,0,1,201868
1864,1,1,2,0,2,3,0,2,201869
1865,2,1,2,1,0,3,1,0,201870
1866,2,1,1,0,4,3,0,4,201871
1867,1,4,1,0,1,4,0,1,201872
1868,1,3,2,0,3,3,0,3,201873
1869,1,3,2,0,1,3,0,1,201874
1870,1,3,2,0,2,3,0,2,201875
1871,1,3,2,0,3,3,0,3,201876
1872,1,1,2,0,2,3,0,2,201877
1873,1,1,1,0,4,3,0,4,201878
1874,2,1,1,0,1,3,0,1,201879
1875,1,1,1,0,1,1,0,1,201880
1876,1,1,1,1,0,3,1,0,201881
1877,1,3,1,0,1,3,0,1,201882
1878,2,4,1,0,1,3,0,1,201883
1879,1,4,1,0,2,1,0,2,201884
1880,2,3,1,0,2,3,0,2,201885
1881,2,1,2,0,2,3,0,2,201886
1882,1,1,1,1,0,3,1,0,201887
1883,1,1,1,0,2,3,0,2,201888
1884,2,1,2,0,2,3,0,2,201889
1885,1,3,2,0,3,3,0,3,201890
1886,1,4,1,0,2,3,0,2,201891
1887,1,4,2,0,2,1,0,2,201892
1888,2,1,1,0,3,3,0,3,201893
1889,1,3,2,0,4,3,0,4,201894
1890,1,1,2,0,4,3,0,4,201895
1891,2,3,1,0,2,1,0,2,201896
1892,2,3,1,0,3,3,0,3,201897
1893,1,3,1,0,1,3,0,1,201898
1894,1,1,2,0,4,3,0,4,201899
1895,1,1,2,0,2,1,0,2,201900
1896,1,1,1,0,1,1,0,1,201901
1897,1,1,2,0,2,3,0,2,201902
1898,1,3,1,0,3,3,0,3,201903
1899,1,1,2,0,3,3,0,3,201904
1900,1,3,2,0,3,3,0,3,201905
1901,1,3,2,0,2,3,0,2,201906
1902,1,3,2,0,2,1,0,2,201907
1903,1,1,2,0,3,3,0,3,201908
1904,2,1,2,0,3,3,0,3,201909
1905,2,1,1,0,3,3,0,3,201910
1906,2,1,2,0,2,3,0,2,201911
1907,2,3,2,0,3,4,0,3,201912
1908,2,4,2,0,2,1,0,2,201913
1909,1,3,1,0,1,3,0,1,201914
1910,1,1,1,0,4,1,0,4,201915
1911,2,1,2,0,1,1,0,1,201916
1912,1,3,2,0,1,3,0,1,201917
1913,1,1,3,0,4,4,0,4,201918
1914,2,1,1,0,2,3,0,2,201919
1915,1,1,2,0,1,4,0,1,201920
1916,1,3,2,0,3,3,0,3,201921
1917,1,1,2,0,1,3,0,1,201922
1918,2,1,1,0,2,3,0,2,201923
1919,1,4,2,0,1,3,0,1,201924
1920,1,3,1,0,4,3,0,4,201925
1921,1,1,2,0,3,3,0,3,201926
1922,2,3,2,0,2,1,0,2,201927
1923,2,1,2,0,3,3,0,3,201928
1924,2,1,1,0,1,4,0,1,201929
1925,1,3,2,0,1,3,0,1,201930
1926,1,3,1,0,1,1,0,1,201931
1927,1,1,2,0,1,1,0,1,201932
1928,1,4,2,0,2,1,0,2,201933
1929,1,4,1,0,3,4,0,3,201934
1930,2,3,1,0,3,3,0,3,201935
1931,1,1,1,0,4,3,0,4,201936
1932,2,3,2,0,3,3,0,3,201937
1933,1,4,2,0,1,3,0,1,201938
1934,2,1,2,0,1,3,0,1,201939
1935,2,3,2,0,2,3,0,2,201940
1936,1,3,1,0,1,3,0,1,201941
1937,1,1,1,0,1,3,0,1,201942
1938,1,1,2,1,0,3,1,0,201943
1939,1,3,2,0,2,3,0,2,201944
1940,1,3,2,0,1,3,0,1,201945
