,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,CustomerID
1311,1,1,0,0,0,1,1,2,201315
1312,1,2,0,0,0,2,1,0,201316
1313,0,2,0,0,2,0,1,1,201317
1314,0,1,0,0,2,3,0,0,201318
1315,1,1,0,0,0,2,2,0,201319
1316,0,1,0,0,3,2,0,0,201320
1317,0,1,0,0,2,0,1,2,201321
1318,0,1,0,1,0,2,0,2,201322
1319,0,2,0,0,2,2,0,0,201323
1320,1,1,0,0,0,2,1,1,201324
1321,0,1,0,0,2,1,1,1,201325
1322,1,0,0,0,0,2,2,1,201326
1323,0,0,1,0,2,1,0,2,201327
1324,1,0,0,0,0,2,1,2,201328
1325,0,0,0,0,2,3,0,1,201329
1326,0,0,0,0,0,3,1,2,201330
1327,0,1,0,0,0,3,1,1,201331
1328,0,2,0,0,2,1,1,0,201332
1329,0,1,0,1,0,1,0,3,201333
1330,0,2,0,0,2,1,0,1,201334
1331,1,1,0,0,0,2,1,1,201335
1332,0,0,0,0,3,2,0,1,201336
1333,0,0,0,0,2,2,0,2,201337
1334,0,0,0,0,2,2,1,1,201338
1335,0,1,0,0,2,1,1,1,201339
1336,1,0,0,0,1,1,1,2,201340
1337,1,1,0,0,0,2,1,1,201341
1338,0,1,0,1,0,2,0,2,201342
1339,0,1,0,0,2,1,1,1,201343
1340,1,0,0,0,0,3,1,1,201344
1341,1,1,0,0,0,1,1,2,201345
1342,1,1,0,0,0,1,1,2,201346
1343,1,2,0,0,0,1,2,0,201347
1344,0,1,1,0,1,2,0,1,201348
1345,0,1,0,0,2,1,0,2,201349
1346,1,0,0,0,0,1,2,2,201350
1347,0,1,1,0,1,2,0,1,201351
1348,1,1,0,0,0,2,1,1,201352
1349,0,1,0,0,3,2,0,0,201353
1350,0,1,0,0,2,1,1,1,201354
1351,1,0,0,0,0,3,1,1,201355
1352,1,0,0,0,0,2,1,2,201356
1353,0,0,0,1,0,3,0,2,201357
1354,1,0,0,0,0,2,1,2,201358
1355,1,0,0,0,0,2,1,2,201359
1356,0,0,0,0,2,2,0,2,201360
1357,0,2,0,0,2,2,0,0,201361
1358,1,1,0,0,0,2,2,0,201362
1359,1,0,0,0,0,2,2,1,201363
1360,1,2,0,0,0,2,1,0,201364
1361,0,1,0,0,3,1,1,0,201365
1362,1,2,0,0,0,1,1,1,201366
1363,0,0,0,0,3,2,0,1,201367
1364,1,2,0,0,0,2,1,0,201368
1365,1,0,1,0,0,1,2,1,201369
1366,1,1,0,0,1,2,1,0,201370
1367,1,0,0,0,0,2,1,2,201371
1368,1,0,0,0,0,3,1,1,201372
1369,1,1,0,0,0,2,1,1,201373
1370,0,1,1,0,1,1,0,2,201374
1371,0,2,0,0,2,0,1,1,201375
1372,0,1,0,0,2,2,0,1,201376
1373,0,2,0,0,0,3,1,0,201377
1374,1,0,0,0,0,3,1,1,201378
1375,0,2,0,0,2,1,0,1,201379
1376,1,0,0,0,0,3,1,1,201380
1377,0,1,0,0,2,2,1,0,201381
1378,0,1,0,0,2,3,0,0,201382
1379,0,2,0,0,2,2,0,0,201383
1380,0,0,0,1,0,2,1,2,201384
1381,0,0,0,1,0,3,0,2,201385
1382,0,0,0,0,2,2,1,1,201386
1383,1,1,0,0,0,2,1,1,201387
1384,1,1,0,0,0,2,1,1,201388
1385,1,2,0,0,0,2,1,0,201389
1386,0,0,0,0,3,2,0,1,201390
1387,0,1,0,0,2,1,1,1,201391
1388,1,1,0,0,0,1,1,2,201392
1389,1,0,0,0,0,2,2,1,201393
1390,1,1,0,0,0,1,2,1,201394
1391,1,1,0,0,0,3,1,0,201395
1392,0,1,0,1,0,1,1,2,201396
1393,1,1,0,0,0,1,1,2,201397
1394,1,2,0,0,0,2,1,0,201398
1395,0,1,0,1,0,2,0,2,201399
1396,0,2,0,0,2,2,0,0,201400
1397,0,1,0,0,0,3,1,1,201401
1398,0,0,0,0,2,2,0,2,201402
1399,0,0,1,0,1,2,1,1,201403
1400,1,2,0,0,0,1,2,0,201404
1401,0,1,0,1,0,2,0,2,201405
1402,1,0,0,0,0,1,2,2,201406
1403,1,1,0,0,0,1,2,1,201407
1404,0,1,0,0,2,1,1,1,201408
1405,1,1,0,0,1,1,1,1,201409
1406,1,0,0,0,0,2,1,2,201410
1407,0,1,0,0,2,1,0,2,201411
1408,0,0,0,0,2,3,0,1,201412
1409,0,1,0,0,2,2,0,1,201413
1410,0,0,0,1,0,2,1,2,201414
1411,0,1,0,0,2,3,0,0,201415
1412,1,1,0,0,0,2,1,1,201416
1413,0,1,0,0,2,2,0,1,201417
1414,1,2,0,0,0,2,1,0,201418
1415,1,1,0,0,0,2,1,1,201419
1416,0,1,0,0,2,2,0,1,201420
1417,0,1,0,1,0,2,0,2,201421
1418,0,0,0,0,2,3,0,1,201422
1419,0,1,0,0,2,1,1,1,201423
1420,1,0,0,0,0,2,2,1,201424
1421,1,0,0,0,0,2,1,2,201425
1422,0,1,0,0,2,0,1,2,201426
1423,0,1,0,0,2,2,0,1,201427
1424,0,0,0,0,2,3,0,1,201428
1425,1,1,0,0,0,1,2,1,201429
1426,0,0,0,1,0,2,0,3,201430
1427,0,0,0,1,0,2,0,3,201431
1428,0,1,0,1,0,1,0,3,201432
1429,1,1,0,0,0,1,1,2,201433
1430,0,0,0,0,2,2,1,1,201435
1431,0,0,0,0,2,2,1,1,201436
1432,0,2,0,0,0,2,2,0,201437
1433,0,1,0,0,2,3,0,0,201438
1434,0,0,0,1,0,2,0,3,201439
1435,1,2,0,0,0,1,1,1,201440
1436,1,2,0,0,0,2,1,0,201441
1437,0,0,0,0,2,3,0,1,201442
1438,0,1,0,0,0,3,1,1,201443
1439,0,0,0,0,3,2,0,1,201444
1440,0,1,1,0,1,1,0,2,201445
1441,1,0,0,0,0,2,1,2,201446
1442,1,1,0,0,0,3,1,0,201447
1443,1,1,0,0,0,2,1,1,201448
1444,0,0,0,0,3,1,1,1,201449
1445,0,1,1,1,0,0,1,2,201450
1446,1,1,0,0,0,1,1,2,201451
1447,1,2,0,0,0,2,1,0,201452
1448,1,0,0,0,0,2,1,2,201453
1449,1,1,0,0,0,0,2,2,201454
1450,0,1,0,0,2,1,1,1,201455
1451,1,2,0,0,0,2,1,0,201456
1452,0,0,0,0,2,2,0,2,201457
1453,0,1,0,0,2,1,0,2,201458
1454,1,1,0,0,0,2,1,1,201459
1455,0,0,0,0,2,1,1,2,201460
1456,0,0,0,1,0,3,0,2,201461
1457,0,0,1,0,1,2,0,2,201462
1458,1,1,0,0,0,2,2,0,201463
1459,0,1,0,0,2,0,1,2,201464
1460,1,1,0,0,0,3,1,0,201465
1461,0,0,0,1,0,3,0,2,201466
1462,1,1,0,0,0,2,1,1,201467
1463,1,1,0,0,0,3,1,0,201468
1464,1,0,0,0,0,3,1,1,201469
1465,1,1,0,0,0,0,2,2,201470
1466,1,2,0,0,0,2,1,0,201471
1467,0,1,0,0,2,1,1,1,201472
1468,0,2,0,0,2,1,0,1,201473
1469,0,0,0,0,2,3,0,1,201474
1470,0,2,0,0,2,1,1,0,201475
1471,0,0,0,0,2,2,0,2,201476
1472,0,1,0,0,2,2,0,1,201477
1473,0,2,0,1,0,1,1,1,201478
1474,1,0,0,0,0,3,1,1,201479
1475,0,0,0,0,2,3,0,1,201480
1476,1,1,0,0,0,0,2,2,201481
1477,0,1,0,0,2,2,0,1,201482
1478,0,0,0,0,2,3,0,1,201483
1479,0,1,0,0,2,1,1,1,201484
1480,0,1,0,1,0,1,0,3,201485
1481,0,1,0,0,2,2,0,1,201486
1482,0,1,0,0,2,3,0,0,201487
1483,0,1,1,0,1,1,0,2,201488
1484,0,1,0,0,2,1,1,1,201489
1485,1,2,0,0,0,1,1,1,201490
1486,0,1,0,0,2,1,1,1,201491
1487,0,1,1,1,0,0,1,2,201492
1488,0,1,0,0,2,1,1,1,201493
1489,0,0,0,0,2,2,1,1,201494
1490,0,1,0,0,0,2,1,2,201495
1491,0,2,0,0,2,0,1,1,201496
1492,1,0,0,0,0,3,1,1,201497
1493,0,0,0,1,0,2,0,3,201498
1494,0,0,0,0,0,2,2,2,201499
1495,0,0,0,0,2,2,1,1,201500
1496,1,1,0,0,0,2,1,1,201501
1497,0,0,0,0,2,2,1,1,201502
1498,1,0,0,0,1,2,1,1,201503
1499,0,0,0,0,2,3,0,1,201504
1500,0,0,0,0,2,2,0,2,201505
1501,0,0,0,0,2,3,0,1,201506
1502,0,0,0,0,2,2,0,2,201507
1503,0,1,0,0,2,1,0,2,201508
1504,1,2,0,0,0,1,1,1,201509
1505,0,1,0,0,2,2,0,1,201510
1506,0,1,0,0,2,1,0,2,201511
1507,0,1,0,0,2,1,1,1,201512
1508,0,2,0,1,0,1,1,1,201513
1509,1,1,0,0,0,1,2,1,201514
1510,0,0,0,0,1,2,1,2,201515
1511,1,1,0,0,0,2,2,0,201516
1512,0,1,0,0,2,2,0,1,201517
1513,1,1,0,0,0,2,2,0,201518
1514,0,1,0,0,2,2,0,1,201519
1515,0,1,0,1,0,1,1,2,201520
1516,0,0,0,0,3,1,1,1,201521
1517,1,0,0,0,0,2,1,2,201522
1518,0,1,0,1,0,3,0,1,201523
1519,1,0,0,0,0,2,1,2,201524
1520,0,2,1,1,0,0,1,1,201525
1521,0,2,0,1,0,2,0,1,201526
1522,0,0,0,0,2,2,0,2,201527
1523,1,1,0,0,0,2,1,1,201528
1524,1,1,0,0,0,2,1,1,201529
1525,1,0,0,0,0,3,1,1,201530
1526,1,2,0,0,0,0,2,1,201531
1527,0,0,0,0,0,3,1,2,201532
1528,0,1,0,1,0,0,1,3,201533
1529,0,0,0,1,1,1,0,3,201534
1530,0,0,1,0,1,2,0,2,201535
1531,1,2,0,0,0,1,2,0,201536
1532,0,1,0,1,0,2,0,2,201537
1533,0,1,0,0,2,3,0,0,201538
1534,0,0,0,0,2,3,0,1,201539
1535,1,2,0,0,0,0,2,1,201540
1536,0,1,0,0,2,2,0,1,201541
1537,0,0,0,0,2,2,1,1,201542
1538,1,1,0,0,0,2,1,1,201543
1539,0,1,0,0,2,1,0,2,201544
1540,1,1,0,0,0,0,2,2,201545
1541,1,0,0,0,0,2,2,1,201546
1542,0,1,0,1,0,2,0,2,201547
1543,0,0,0,1,0,2,1,2,201548
1544,1,0,0,0,0,3,1,1,201549
1545,1,1,0,0,0,2,1,1,201550
1546,0,0,0,0,2,2,1,1,201551
1547,0,1,0,1,0,2,0,2,201552
1548,1,1,0,0,0,2,1,1,201553
1549,1,0,0,0,0,3,1,1,201554
1550,0,1,0,1,0,1,1,2,201555
1551,0,0,0,0,3,2,0,1,201556
1552,0,1,0,0,2,2,0,1,201557
1553,1,1,0,0,0,2,1,1,201558
1554,0,0,0,1,0,2,1,2,201559
1555,0,2,1,0,1,2,0,0,201560
1556,1,0,0,0,0,2,2,1,201561
1557,1,0,0,0,0,2,1,2,201562
1558,0,1,0,1,0,3,0,1,201563
1559,1,0,0,0,0,2,2,1,201564
1560,0,0,0,1,1,1,0,3,201565
1561,1,1,0,0,0,1,1,2,201566
1562,1,1,0,0,0,3,1,0,201567
1563,0,0,1,0,1,2,1,1,201568
1564,1,1,0,0,0,3,1,0,201569
1565,0,1,0,0,2,2,0,1,201570
1566,0,1,0,0,2,1,1,1,201571
1567,0,2,0,0,2,0,1,1,201572
1568,1,1,0,0,0,0,2,2,201573
1569,1,2,0,0,0,2,1,0,201574
1570,0,2,0,0,0,2,1,1,201575
1571,0,2,0,0,0,2,1,1,201576
1572,1,0,0,0,0,2,2,1,201577
1573,0,0,0,0,2,3,0,1,201578
1574,0,0,0,0,2,1,1,2,201579
1575,0,1,0,1,0,1,1,2,201580
1576,1,2,0,0,0,1,2,0,201581
1577,0,2,1,0,1,0,1,1,201582
1578,0,1,0,0,2,2,0,1,201583
1579,1,1,0,0,0,1,1,2,201584
1580,0,1,0,1,0,1,1,2,201585
1581,0,0,1,1,0,1,1,2,201586
1582,0,1,0,1,1,1,0,2,201587
1583,0,1,0,0,2,1,0,2,201588
1584,0,2,1,0,1,2,0,0,201589
1585,0,2,0,0,2,2,0,0,201590
1586,1,1,0,0,0,3,1,0,201591
1587,0,1,0,0,2,1,0,2,201592
1588,0,1,0,0,0,2,2,1,201593
1589,1,1,0,0,0,2,1,1,201594
1590,0,1,0,0,2,1,0,2,201595
1591,0,0,0,1,0,2,0,3,201596
1592,0,0,0,0,2,2,1,1,201597
1593,0,0,0,0,3,2,0,1,201598
1594,1,0,0,0,0,2,1,2,201599
1595,0,1,0,0,2,1,1,1,201600
1596,0,1,1,1,0,1,1,1,201601
1597,1,1,0,0,0,1,1,2,201602
1598,0,1,0,1,0,2,0,2,201603
1599,0,1,0,0,2,1,0,2,201604
1600,1,0,0,0,0,3,1,1,201605
1601,0,2,0,1,0,1,1,1,201606
1602,1,1,0,0,0,1,1,2,201607
1603,1,1,0,0,0,2,1,1,201608
1604,1,1,0,0,0,2,1,1,201609
1605,0,0,0,0,2,1,1,2,201610
1606,0,0,0,0,2,2,1,1,201611
1607,1,0,0,0,1,0,2,2,201612
1608,0,1,0,0,2,0,1,2,201613
1609,1,1,0,0,0,3,1,0,201614
1610,0,0,0,0,3,1,0,2,201615
1611,0,0,0,0,2,2,1,1,201616
1612,0,2,1,0,1,2,0,0,201617
1613,0,1,0,0,2,2,0,1,201618
1614,0,0,0,0,2,1,1,2,201619
1615,1,1,0,0,0,2,1,1,201620
1616,0,0,0,1,0,3,0,2,201621
1617,1,0,0,0,0,3,1,1,201622
1618,1,1,0,0,0,2,1,1,201623
1619,0,1,1,1,0,1,1,1,201624
1620,1,1,0,0,1,2,1,0,201625
1621,1,0,0,0,0,3,1,1,201626
1622,0,0,0,0,2,2,0,2,201627
1623,0,0,0,1,0,3,0,2,201628
1624,0,1,0,0,2,2,0,1,201629
1625,0,0,0,0,2,3,0,1,201630
1626,0,1,0,0,2,3,0,0,201631
1627,0,0,0,0,2,3,0,1,201632
1628,0,1,0,1,0,2,0,2,201633
1629,0,1,0,0,2,3,0,0,201634
1630,0,1,0,0,0,1,2,2,201635
1631,0,1,0,0,2,2,0,1,201636
1632,0,1,0,1,0,1,0,3,201637
1633,1,1,1,0,0,0,2,1,201638
1634,0,1,0,0,2,1,1,1,201639
1635,0,0,0,0,3,2,0,1,201640
1636,0,1,0,0,3,0,1,1,201641
1637,0,1,0,0,2,2,1,0,201642
1638,1,1,0,0,0,3,1,0,201643
1639,1,1,0,0,0,1,1,2,201644
1640,0,1,0,0,2,1,0,2,201645
1641,0,1,0,0,2,1,1,1,201646
1642,0,1,0,0,2,1,1,1,201647
1643,0,0,0,1,0,2,0,3,201648
1644,0,1,0,0,2,0,1,2,201649
1645,0,0,0,0,2,2,0,2,201650
1646,0,0,0,0,2,1,1,2,201651
1647,0,0,0,0,2,1,1,2,201652
1648,0,0,0,0,2,3,0,1,201653
1649,1,0,0,0,0,2,1,2,201654
1650,0,0,0,0,2,2,0,2,201655
1651,0,0,0,0,0,3,1,2,201656
1652,0,0,0,0,0,3,2,1,201657
1653,1,2,0,0,0,2,1,0,201658
1654,0,0,1,0,1,1,1,2,201659
1655,0,1,0,0,0,3,1,1,201660
1656,0,0,0,0,2,1,1,2,201661
1657,1,1,0,0,0,2,1,1,201662
1658,0,1,0,0,2,3,0,0,201663
1659,0,1,1,0,1,3,0,0,201664
1660,0,1,0,0,2,2,0,1,201665
1661,1,1,0,0,0,1,2,1,201666
1662,1,1,0,0,0,2,1,1,201667
1663,1,1,0,0,0,2,1,1,201668
1664,1,0,0,0,1,2,1,1,201669
1665,1,1,0,0,1,2,1,0,201670
1666,1,2,0,0,0,2,1,0,201671
1667,0,1,0,0,2,3,0,0,201672
1668,1,0,0,0,0,3,1,1,201673
1669,1,0,0,0,0,3,1,1,201674
1670,0,0,0,1,0,2,0,3,201675
1671,0,1,0,0,2,2,0,1,201676
1672,0,1,0,0,2,1,1,1,201677
1673,1,2,0,0,0,2,1,0,201678
1674,0,0,0,1,0,3,0,2,201679
1675,0,0,0,1,0,3,0,2,201680
1676,0,2,0,1,0,1,1,1,201681
1677,1,2,1,0,0,0,2,0,201682
1678,0,1,0,1,0,2,0,2,201683
1679,0,0,0,0,3,0,1,2,201684
1680,0,1,0,1,0,0,1,3,201685
1681,1,1,0,0,0,1,2,1,201686
1682,0,0,0,0,3,1,1,1,201687
1683,0,1,1,1,0,1,1,1,201688
1684,1,0,0,0,0,2,1,2,201689
1685,1,1,0,0,0,1,2,1,201690
1686,0,0,0,0,2,2,0,2,201691
1687,0,2,0,1,0,2,0,1,201692
1688,0,1,0,1,0,2,0,2,201693
1689,1,0,0,0,0,3,1,1,201694
1690,0,1,0,0,2,2,0,1,201695
1691,0,1,0,0,2,3,0,0,201696
1692,0,1,0,1,0,2,0,2,201697
1693,0,1,1,1,0,1,1,1,201698
1694,0,0,0,0,2,2,1,1,201699
1695,0,1,0,0,2,0,1,2,201700
1696,0,0,0,0,1,3,1,1,201701
1697,0,0,0,0,2,3,0,1,201702
1698,0,0,0,0,0,3,1,2,201703
1699,0,0,0,0,2,3,0,1,201704
1700,0,0,1,0,1,2,0,2,201705
1701,0,1,0,0,2,1,0,2,201706
1702,0,2,0,0,0,2,2,0,201707
1703,0,1,0,0,2,1,0,2,201708
1704,0,1,0,0,2,1,1,1,201709
1705,0,0,0,0,2,2,0,2,201710
1706,1,1,0,0,0,3,1,0,201711
1707,1,1,0,0,0,2,1,1,201712
1708,1,0,0,0,1,2,1,1,201713
1709,0,1,0,0,0,3,1,1,201714
1710,0,1,0,1,0,3,0,1,201715
1711,0,1,0,0,2,1,0,2,201716
1712,1,1,0,0,0,2,1,1,201717
1713,0,0,0,0,2,2,0,2,201718
1714,1,2,0,0,0,2,1,0,201719
1715,0,1,0,1,0,3,0,1,201720
1716,0,1,1,1,1,0,1,1,201721
1717,0,1,0,0,2,1,1,1,201722
1718,1,1,0,0,0,0,2,2,201723
1719,1,0,0,0,0,3,1,1,201724
1720,1,1,0,0,0,1,1,2,201725
1721,0,0,0,0,2,2,0,2,201726
1722,0,0,0,0,0,4,1,1,201727
1723,0,1,0,0,2,2,0,1,201728
1724,0,1,0,0,2,2,1,0,201729
1725,0,2,0,0,2,2,0,0,201730
1726,1,2,0,0,0,2,1,0,201731
1727,1,0,0,0,1,1,2,1,201732
1728,0,0,1,0,2,1,0,2,201733
1729,0,1,0,0,2,1,1,1,201734
1730,1,0,0,0,0,3,1,1,201735
1731,1,0,0,0,0,3,1,1,201736
1732,1,2,0,0,0,2,1,0,201737
1733,0,0,1,0,1,3,0,1,201738
1734,0,1,0,0,2,2,0,1,201739
1735,0,0,0,0,0,3,2,1,201740
1736,0,2,0,1,0,2,0,1,201741
1737,0,0,0,0,2,3,0,1,201742
1738,1,0,0,0,0,3,1,1,201743
1739,0,0,0,0,2,2,1,1,201744
1740,0,1,0,1,0,2,0,2,201745
1741,0,1,0,1,0,1,0,3,201746
1742,1,0,0,0,0,2,1,2,201747
1743,1,2,0,0,0,1,1,1,201748
1744,0,1,0,0,0,3,1,1,201749
1745,0,0,1,0,1,3,0,1,201750
1746,1,1,0,0,0,2,1,1,201751
1747,1,2,0,0,0,1,2,0,201752
1748,1,0,0,0,1,2,1,1,201753
1749,1,1,0,0,0,3,1,0,201754
1750,0,1,0,0,2,0,1,2,201755
1751,0,2,0,0,2,2,0,0,201756
1752,1,1,0,0,0,2,1,1,201757
1753,0,0,0,0,2,3,0,1,201758
1754,0,1,0,0,2,0,1,2,201759
1755,0,2,0,0,0,1,2,1,201760
1756,1,0,0,0,1,1,2,1,201761
1757,0,1,0,0,2,2,0,1,201762
1758,1,0,0,0,0,2,2,1,201763
1759,0,1,0,0,2,3,0,0,201764
1760,0,1,1,0,1,2,0,1,201765
1761,0,0,0,0,2,2,1,1,201766
1762,0,0,0,1,0,3,0,2,201767
1763,0,2,0,0,2,2,0,0,201768
1764,1,0,0,0,0,3,1,1,201769
1765,0,1,1,0,1,1,1,1,201770
1766,0,0,0,0,2,1,1,2,201771
1767,1,0,0,0,0,2,2,1,201772
1768,1,0,0,0,1,2,1,1,201773
1769,0,0,0,1,0,3,0,2,201774
1770,1,2,0,0,0,1,1,1,201775
1771,1,1,0,0,0,2,1,1,201776
1772,0,1,0,1,0,1,0,3,201777
1773,1,2,0,0,0,2,1,0,201778
1774,0,0,0,0,3,2,0,1,201779
1775,1,1,0,0,0,2,1,1,201780
1776,0,2,0,1,0,2,0,1,201781
1777,0,1,0,0,2,2,0,1,201782
1778,0,2,0,1,0,1,0,2,201783
1779,0,0,1,0,1,3,0,1,201784
1780,0,2,0,0,2,0,1,1,201785
1781,0,0,1,0,2,0,1,2,201786
1782,1,0,0,0,0,3,1,1,201787
1783,0,1,0,0,2,0,1,2,201788
1784,1,0,0,0,1,1,1,2,201789
1785,1,1,0,0,0,1,2,1,201790
1786,1,0,0,0,0,3,1,1,201791
1787,1,0,0,0,0,1,2,2,201792
1788,0,0,0,0,2,3,0,1,201793
1789,1,0,0,0,0,2,1,2,201794
1790,0,2,0,1,0,1,0,2,201795
1791,0,1,0,0,0,4,1,0,201796
1792,1,0,0,0,0,2,1,2,201797
1793,1,1,0,0,0,2,2,0,201798
1794,0,1,0,0,0,3,1,1,201799
1795,1,2,0,0,0,1,1,1,201800
1796,1,1,0,0,0,3,1,0,201801
1797,1,2,0,0,0,0,2,1,201802
1798,0,1,0,1,0,1,0,3,201803
1799,1,1,0,0,0,2,1,1,201804
1800,1,0,0,0,0,3,1,1,201805
1801,0,1,0,0,2,2,0,1,201806
1802,0,1,0,0,2,1,1,1,201807
1803,1,0,0,0,0,2,1,2,201808
1804,1,0,0,0,0,2,1,2,201809
1805,1,0,0,0,0,3,1,1,201810
1806,0,1,0,1,0,2,0,2,201811
1807,0,0,0,1,0,1,1,3,201812
1808,1,0,0,0,0,2,1,2,201813
1809,0,0,0,1,1,1,1,2,201814
1810,0,1,0,0,2,2,0,1,201815
1811,1,0,0,0,0,2,2,1,201816
1812,1,1,0,0,0,2,2,0,201817
1813,0,1,1,0,1,0,1,2,201818
1814,1,2,0,0,0,2,1,0,201819
1815,0,0,0,0,3,2,0,1,201820
1816,0,0,0,0,2,2,0,2,201821
1817,0,0,0,1,0,2,0,3,201822
1818,1,0,0,0,0,3,1,1,201823
1819,1,1,0,0,1,1,1,1,201824
1820,1,1,0,0,0,2,1,1,201825
1821,1,1,0,0,0,1,2,1,201826
1822,0,1,0,0,3,0,1,1,201827
1823,1,1,0,0,0,1,2,1,201828
1824,0,1,0,1,0,3,0,1,201829
1825,1,0,0,0,0,3,1,1,201830
1826,0,1,0,0,2,1,0,2,201831
1827,0,1,0,0,2,2,1,0,201832
1828,0,0,0,0,2,1,1,2,201833
1829,0,0,0,0,2,2,0,2,201834
1830,1,1,0,0,0,2,1,1,201835
1831,1,1,0,0,0,2,2,0,201836
1832,0,0,0,1,1,1,1,2,201837
1833,1,0,0,0,0,3,1,1,201838
1834,0,1,0,0,2,1,1,1,201839
1835,0,1,0,0,2,0,1,2,201840
1836,0,1,0,0,2,1,1,1,201841
1837,1,1,0,0,0,1,2,1,201842
1838,0,0,0,0,2,3,0,1,201843
1839,1,1,0,0,0,1,2,1,201844
1840,0,1,0,1,0,1,1,2,201845
1841,1,1,0,0,0,1,1,2,201846
1842,0,1,0,0,2,1,0,2,201847
1843,1,1,0,0,0,2,2,0,201848
1844,0,1,1,0,1,0,1,2,201849
1845,1,0,0,0,0,2,1,2,201850
1846,0,0,0,0,3,2,0,1,201851
1847,0,1,0,0,3,1,1,0,201852
1848,0,0,0,0,2,2,0,2,201853
1849,0,0,0,1,0,3,0,2,201854
1850,0,1,0,0,3,1,1,0,201855
1851,0,1,0,0,2,1,0,2,201856
1852,1,0,0,0,0,2,1,2,201857
1853,0,1,0,0,2,1,0,2,201858
1854,1,1,0,0,0,1,2,1,201859
1855,0,1,1,0,1,2,0,1,201860
1856,1,0,0,0,0,2,1,2,201861
1857,0,0,0,0,0,4,1,1,201862
1858,1,1,0,0,0,2,1,1,201863
1859,1,0,0,0,0,2,1,2,201864
1860,0,1,0,0,2,3,0,0,201865
1861,1,1,0,0,0,1,1,2,201866
1862,1,1,0,0,0,0,2,2,201867
1863,1,1,0,0,0,2,1,1,201868
1864,0,1,0,0,2,2,0,1,201869
1865,0,2,0,0,0,3,1,0,201870
1866,0,2,1,0,1,1,0,1,201871
1867,1,0,0,0,1,0,2,2,201872
1868,0,0,0,1,0,3,0,2,201873
1869,1,0,0,0,0,3,1,1,201874
1870,0,0,0,0,2,3,0,1,201875
1871,0,0,0,1,0,3,0,2,201876
1872,0,1,0,0,2,2,0,1,201877
1873,0,1,1,0,1,1,0,2,201878
1874,1,2,0,0,0,1,1,1,201879
1875,1,1,0,0,0,0,2,2,201880
1876,0,1,0,0,0,2,1,2,201881
1877,1,0,0,0,0,2,1,2,201882
1878,1,1,0,0,1,1,1,1,201883
1879,0,0,0,0,3,0,1,2,201884
1880,0,1,0,0,2,2,0,1,201885
1881,0,2,0,0,2,2,0,0,201886
1882,0,1,0,0,0,2,1,2,201887
1883,0,1,0,0,2,1,0,2,201888
1884,0,2,0,0,2,2,0,0,201889
1885,0,0,0,1,0,3,0,2,201890
1886,0,0,0,0,3,1,0,2,201891
1887,0,0,0,0,3,1,1,1,201892
1888,0,2,0,1,0,1,0,2,201893
1889,0,0,1,0,1,3,0,1,201894
1890,0,1,1,0,1,2,0,1,201895
1891,0,1,0,0,2,1,1,1,201896
1892,0,1,0,1,0,2,0,2,201897
1893,1,0,0,0,0,2,1,2,201898
1894,0,1,1,0,1,2,0,1,201899
1895,0,1,0,0,2,1,1,1,201900
1896,1,1,0,0,0,0,2,2,201901
1897,0,1,0,0,2,2,0,1,201902
1898,0,0,0,1,0,2,0,3,201903
1899,0,1,0,1,0,2,0,2,201904
1900,0,0,0,1,0,3,0,2,201905
1901,0,0,0,0,2,3,0,1,201906
1902,0,0,0,0,2,2,1,1,201907
1903,0,1,0,1,0,2,0,2,201908
1904,0,2,0,1,0,2,0,1,201909
1905,0,2,0,1,0,1,0,2,201910
1906,0,2,0,0,2,2,0,0,201911
1907,0,1,0,1,0,2,1,1,201912
1908,0,1,0,0,3,1,1,0,201913
1909,1,0,0,0,0,2,1,2,201914
1910,0,1,1,0,1,0,1,2,201915
1911,1,2,0,0,0,1,2,0,201916
1912,1,0,0,0,0,3,1,1,201917
1913,0,1,2,0,1,0,1,1,201918
1914,0,2,0,0,2,1,0,1,201919
1915,1,1,0,0,0,1,2,1,201920
1916,0,0,0,1,0,3,0,2,201921
1917,1,1,0,0,0,2,1,1,201922
1918,0,2,0,0,2,1,0,1,201923
1919,1,0,0,0,1,2,1,1,201924
1920,0,0,1,0,1,2,0,2,201925
1921,0,1,0,1,0,2,0,2,201926
1922,0,1,0,0,2,2,1,0,201927
1923,0,2,0,1,0,2,0,1,201928
1924,1,2,0,0,0,0,2,1,201929
1925,1,0,0,0,0,3,1,1,201930
1926,1,0,0,0,0,1,2,2,201931
1927,1,1,0,0,0,1,2,1,201932
1928,0,0,0,0,3,1,1,1,201933
1929,0,0,0,1,1,0,1,3,201934
1930,0,1,0,1,0,2,0,2,201935
1931,0,1,1,0,1,1,0,2,201936
1932,0,1,0,1,0,3,0,1,201937
1933,1,0,0,0,1,2,1,1,201938
1934,1,2,0,0,0,2,1,0,201939
1935,0,1,0,0,2,3,0,0,201940
1936,1,0,0,0,0,2,1,2,201941
1937,1,1,0,0,0,1,1,2,201942
1938,0,1,0,0,0,3,1,1,201943
1939,0,0,0,0,2,3,0,1,201944
1940,1,0,0,0,0,3,1,1,201945
1941,0,1,0,0,2,2,0,1,201946
1942,0,1,0,0,0,4,1,0,201947
1943,0,0,0,0,2,3,0,1,201948
1944,0,2,0,0,2,1,0,1,201949
